"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,2620.61493717516,1796.27237138535,3297.37026315922,0.922,0.006
1,2340.50724285288,1291.40743847503,4196.39921751137,0.905,0.006
2,2431.74414197848,1250.06682722492,4726.70925901424,0.87,0.006
3,2232.26883710993,1237.52782844973,3978.9640346408,0.842,0.006
4,2162.80008189484,1238.59493091163,3696.82060393284,0.801,0.006
5,2046.08412240961,1236.96975295182,3236.45747783113,0.79,0.006
6,2357.62635770876,1229.60162346913,4512.09893695852,0.726,0.006
7,2130.63750754681,1241.88615718566,3555.00540144458,0.671,0.006
8,2375.53526835119,1248.69984246811,4507.34170353233,0.644,0.006
9,2469.30775341618,1258.15102978342,4844.62689453104,0.546,0.006
10,2391.2857986135,1253.1296841542,4552.6244578372,0.483,0.006
11,2071.21882049687,1283.27940169467,3151.75767520881,0.436,0.006
12,2028.42865654639,1289.33613779206,2956.37007501734,0.356,0.006
13,2144.81631808975,1288.68561712978,3424.52280383985,0.318,0.006
14,2126.35678357652,1317.05600993433,3237.20309456876,0.225,0.006
15,2298.49561703057,1360.64191990539,3751.41478850073,0.185,0.006
16,1993.7789254999,1379.88980707484,2455.55647370021,0.13,0.006
17,2274.18366766114,1399.05958838025,3500.49631712354,0.11,0.006
18,2002.35857915424,1441.58412918885,2243.09779986153,0.064,0.006
19,1840.87664924539,1482.40354159789,1433.89243059001,0.037,0.006
20,2000.12890776881,1533.10681817981,1868.08835835602,0.023,0.006
21,1808.38721062704,1594.05512302189,857.328350420567,0.007,0.006
22,1775.60074654668,1665.09165517463,442.036365488196,0.006,0.006
