"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,3469.02115306585,1796.27237138535,4181.87195420123,0.906,0.006
1,2852.13563049635,1311.56213618093,3851.43373578855,0.854,0.006
2,3182.4278432774,1281.34620882231,4752.70408613773,0.791,0.006
3,2672.59449533593,1279.69228691828,3482.25552104412,0.714,0.006
4,2569.12274234124,1272.64118976225,3241.20388144747,0.581,0.006
5,2900.06781949654,1327.08878322329,3932.4475906831,0.433,0.006
6,2687.75790254436,1337.95144278498,3374.51614939846,0.312,0.006
7,2921.10819075654,1435.36942217767,3714.34692144717,0.166,0.006
8,2399.92790763604,1496.86816937826,2257.64934564446,0.07,0.006
9,2103.31450902596,1625.0244456869,1195.72515834765,0.018,0.006
10,2083.88068904267,1799.55900008106,710.804222404028,0.005,0.006
