"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,5525.88058486694,1796.27237138535,3729.60821348159,0.913,0.006
1,6268.06926299524,1530.52755965337,4737.54170334188,0.734,0.006
2,5410.3761402705,1549.1108853852,3861.2652548853,0.382,0.006
3,2850.32097597396,1762.49016609969,1087.83080987428,0.055,0.006
4,5138.23385082648,2544.9592104633,2593.27464036318,0,0.006
5,5368.33801872134,1909.34868676533,3458.98933195601,0.466,0.006
6,4286.17069597191,1868.62328466868,2417.54741130323,0.177,0.006
7,2156.07088702434,2117.05736419379,39.0135228305516,0.012,0.006
8,6133.97699742086,1548.44599573227,4585.53100168859,0.6,0.006
9,5035.04973756597,1634.50366011158,3400.54607745439,0.294,0.006
10,3449.71803891124,1940.64682116537,1509.07121774587,0.025,0.006
11,5975.34120526276,2850.82374440359,3124.51746085917,0.001,0.006
