"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,2456.00169801047,1796.27237138535,3298.64663312558,0.925,0.006
1,2040.38261802298,1285.62763776646,3773.77490128261,0.904,0.006
2,2031.98932892052,1246.90967671292,3925.39826103801,0.89,0.006
3,2197.22583158114,1228.62155384381,4843.02138868663,0.872,0.006
4,2098.4001968982,1215.7947980291,4413.02699434548,0.848,0.006
5,2086.10376865587,1217.72964993695,4341.87059359461,0.854,0.006
6,1889.07256923427,1217.12185764703,3359.75355793617,0.824,0.006
7,2239.39034822288,1220.12258113965,5096.33883541614,0.8,0.006
8,1907.85099990383,1226.30109643002,3407.74951736904,0.782,0.006
9,2357.97068238239,1232.94017898183,5625.15251700279,0.737,0.006
10,2079.77106698126,1216.31471001767,4317.28178481795,0.722,0.006
11,1959.78962473309,1227.8314391069,3659.79092813093,0.69,0.006
12,1942.37548032961,1228.82625453814,3567.74612895735,0.674,0.006
13,2349.53476456365,1228.78279691301,5603.75983825317,0.62,0.006
14,2012.40622246639,1228.463645792,3919.71288337195,0.581,0.006
15,2095.00292900041,1233.12381204924,4309.39558475586,0.539,0.006
16,1886.13576496689,1241.94943437323,3220.93165296827,0.517,0.006
17,1836.7899437657,1248.72716136882,2940.31391198444,0.44,0.006
18,1916.18996723371,1251.91343180885,3321.38267712429,0.425,0.006
19,1860.83927668692,1263.00074408386,2989.19266301534,0.38,0.006
20,1847.42774805243,1271.78192840278,2878.22909824825,0.333,0.006
21,1865.03943844342,1279.41834614542,2928.10546149002,0.284,0.006
22,1901.86144659654,1306.62586815457,2976.17789220987,0.253,0.006
23,2018.99796120788,1299.14593426968,3599.26013469101,0.201,0.006
24,1887.74293880807,1315.34081148709,2862.01063660488,0.184,0.006
25,2197.78463747009,1340.68766435063,4285.48486559733,0.156,0.006
26,1926.71222787597,1343.64309358932,2915.34567143322,0.121,0.006
27,1721.95020406322,1375.3842237587,1732.82990152261,0.108,0.006
28,1896.44867355101,1381.64393804329,2574.02367753861,0.082,0.006
29,1908.00080059424,1405.43133606211,2512.84732266067,0.06,0.006
30,1727.65925699667,1426.78305275192,1504.38102122376,0.049,0.006
31,1763.28360287122,1458.00092799741,1526.413374369,0.027,0.006
32,1770.12574187996,1473.73247659372,1481.96632643121,0.027,0.006
33,1766.47523480886,1502.09188758234,1321.91673613263,0.02,0.006
34,1687.39005695057,1543.51955687592,719.352500373238,0.012,0.006
35,1770.85776681444,1572.04304622533,994.073602945557,0.011,0.006
36,1616.62377564514,1606.55304762998,50.3536400758089,0.008,0.006
