"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,5790.05015471371,1796.27237138535,6144.27351281286,0.916,0.008
1,3926.69058853321,1383.23501026383,3913.00858195291,0.812,0.008
2,4371.87530020998,1385.25205582859,4594.80499135599,0.654,0.008
3,3561.47227014292,1407.45087163968,3313.87907462037,0.386,0.008
4,3534.00316164711,1484.42160446966,3153.20239565761,0.134,0.008
5,2020.39131533951,1765.85188927958,391.599117015289,0.016,0.008
6,4257.2006547751,2264.9251486159,3065.03924024493,0,0.008
7,4078.75696087071,1452.68478250084,4040.11104364597,0.931,0.008
8,4206.43497058627,1344.77010252199,4402.56133548352,0.685,0.008
9,3704.14608808227,1371.74107489325,3588.31540490618,0.366,0.008
10,3107.37392522333,1472.13333301141,2515.75475724911,0.077,0.008
11,2428.82826061383,1791.27836969322,980.845986031716,0.004,0.008
