"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,3090.79129369693,1796.27237138535,3698.62549231878,0.939,0.003
1,2589.10941756432,1301.9102719945,3677.7118444852,0.873,0.003
2,2739.42238177205,1291.70063487469,4136.34784827816,0.827,0.003
3,2535.7958843781,1276.03703039757,3599.31101137295,0.721,0.003
4,2274.86479136959,1262.55289202141,2892.31971242338,0.662,0.003
5,2452.39448899858,1284.15543895598,3337.82585726456,0.561,0.003
6,2481.01749038855,1279.17679015144,3433.83057210603,0.472,0.003
7,2505.3638435986,1327.98672830602,3363.93461512166,0.33,0.003
8,2281.55615890067,1345.70298508709,2673.86621089595,0.232,0.003
9,2040.84912343409,1407.88209551959,1808.47722261285,0.124,0.003
10,2047.91718996052,1472.51148051851,1644.01631269146,0.052,0.003
11,2275.71382408837,1573.59364748778,2006.05764743027,0.017,0.003
12,1851.48906406832,1722.02965158405,369.884035669352,0.01,0.003
13,2253.81905179155,1924.9154208361,939.724659872712,0,0.003
