"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,3480.67101287272,1796.27237138535,3368.79728297473,0.926,0
1,3448.41051275876,1337.94569100054,4220.92964351643,0.839,0
2,3124.34609493368,1295.53934517776,3657.61349951182,0.751,0
3,3514.5887480772,1346.52134414396,4336.13480786649,0.605,0
4,3065.42320349052,1343.00423178793,3444.83794340518,0.398,0
5,3171.46106862657,1406.64654921062,3529.6290388319,0.21,0
6,2509.14481830886,1706.86273299494,1604.56417062784,0.049,0
7,1770.85446890434,1769.67391151402,2.36111478064942,0.01,0
8,3115.6209171581,1282.26692033202,3666.70799365217,0.681,0
9,3073.35162840796,1294.49153944482,3557.72017792627,0.368,0
10,2602.64100216178,1372.21700722254,2460.84798987848,0.141,0
11,2425.41694477888,1556.17370790803,1738.48647374168,0.031,0
12,2318.70519100652,1818.9846290112,999.441123990634,0.004,0
13,4101.00342296806,2347.36731327453,3507.27221938706,0,0
