"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,35.4160214933661,20.4349897693527,59.9241268960536,0.794,0.006
1,31.1300578771763,13.5043791560296,70.5027148845869,0.714,0.006
2,32.4177554803192,12.7884580900225,78.5171895611869,0.613,0.006
3,28.2108329969156,12.7567971315102,61.8161434616214,0.536,0.006
4,29.3539794265176,12.7707069702341,66.3330898251343,0.459,0.006
5,29.5074200984756,12.9000394343708,66.4295226564191,0.393,0.006
6,34.393411095824,13.0397591041244,85.4146079667984,0.347,0.006
7,25.2590793751051,13.2784804198011,47.922395821216,0.297,0.006
8,27.8602036382416,13.3147801841058,58.1816938165432,0.236,0.006
9,31.3424482954033,13.5319880777832,71.2418408704806,0.181,0.006
10,22.7748689567311,13.7953842740542,35.9179387307078,0.168,0.006
11,25.3982747056779,13.9058003974895,45.9698972327536,0.144,0.006
12,28.4790930725952,14.1652170474421,57.2555041006122,0.108,0.006
13,22.8226243213789,14.4614706535134,33.4446146714621,0.089,0.006
14,31.5174998298619,14.6566546659729,67.4433806555559,0.064,0.006
15,27.2215902986655,15.0603471223658,48.6449727051988,0.055,0.006
16,23.6809892832684,15.3047898309339,33.5047978093381,0.044,0.006
17,26.6761356393024,15.5645614223254,44.4462968679079,0.033,0.006
18,20.211743787094,15.9212356792205,17.1620324314941,0.022,0.006
19,19.2726649768221,16.1868672086084,12.3431910728548,0.028,0.006
20,19.7930914913353,16.5282410669296,13.0594016976227,0.01,0.006
