"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,32.0167585266965,26.0173997140318,39.9957254177648,0.314,0.003
1,24.3764012386743,17.808230994974,43.7878016246684,0.238,0.003
2,22.8302560595864,16.8809224599826,39.6622239973584,0.195,0.003
3,22.0259350772205,16.5908747036482,36.2337358238159,0.157,0.003
4,24.8079716311331,16.5179167419517,55.2670325945425,0.149,0.003
5,21.6523822821215,16.550413489731,34.0131252826032,0.12,0.003
6,23.0303353719651,16.5614108615016,43.1261634030896,0.092,0.003
7,24.7807452832932,16.6141771453162,54.4437875865137,0.09,0.003
8,22.4245238576979,16.6893726035502,38.2343416943178,0.075,0.003
9,22.8940961295707,16.7382071100152,41.03926013037,0.063,0.003
10,21.6674823980887,16.8107013935848,32.3785400300257,0.059,0.003
11,19.953456099033,16.871214518401,20.5482772042131,0.052,0.003
12,21.6298859423098,16.9256769965596,31.3613929716683,0.05,0.003
13,22.480748212395,16.9999424471785,36.5387051014429,0.031,0.003
14,20.6296723494283,17.0726824541814,23.7132659683125,0.032,0.003
15,21.5729109156366,17.1224989907977,29.6694128322593,0.024,0.003
16,20.1842982591229,17.1874236683382,19.9791639385648,0.02,0.003
17,22.8033682591486,17.2346742163703,37.1246269518552,0.032,0.003
18,18.679403466835,17.3090329967012,9.1358031342249,0.027,0.003
19,21.4431726705185,17.3328168064581,27.4023724270692,0.021,0.003
20,19.7042136521583,17.3917875400485,15.416174080732,0.024,0.003
21,22.594286196752,17.4229238970022,34.475748664999,0.021,0.003
22,21.2352581638962,17.4853697827188,24.9992558745158,0.02,0.003
23,22.9806708241315,17.5197448954626,36.4061728577928,0.023,0.003
24,20.6241475479099,17.5763589179967,20.3185908660875,0.016,0.003
25,19.8710033235255,17.5984526479391,15.1503378372432,0.021,0.003
26,20.0898941973208,17.6247312237425,16.4344198238557,0.017,0.003
27,20.45840052665,17.6543222573339,18.693855128774,0.013,0.003
