"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,86.0559540513118,70.2279422925618,79.1400587937501,0.762,0.021
1,113.167999474876,25.3696841630622,438.99157655907,0.975,0.021
2,114.396192697265,23.4705307616514,454.628309678066,0.975,0.021
3,113.701498100368,22.7158778360818,454.928101321429,0.957,0.021
4,118.083579866592,22.3306076325707,478.764861170107,0.92,0.021
5,105.380197779918,22.0815984233956,416.492996782614,0.876,0.021
6,115.328923234475,21.8909995323599,467.189618510576,0.797,0.021
7,98.5571512010548,21.7445267474669,384.06312226794,0.77,0.021
8,97.7481212538461,21.6276694715106,380.602258911677,0.678,0.021
9,93.9234245126884,21.5297986001693,361.968129562595,0.575,0.021
10,88.8525715457201,21.4409471545252,337.058121955974,0.503,0.021
11,88.3126919743885,21.3591751080572,334.767584331656,0.431,0.021
12,85.8086188683946,21.2868282981527,322.60895285121,0.326,0.021
13,82.9729424563904,21.2224984709117,308.752219927394,0.217,0.021
14,65.3665996946347,21.166994668325,220.998025131549,0.136,0.021
15,54.1557458493266,21.1208843685021,165.174307404123,0.087,0.021
16,30.9336631872166,21.0870962860286,49.2328345059399,0.046,0.021
17,25.3860414906146,21.0658047455201,21.601183725473,0.019,0.021
