"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,17.1039762818231,11.486892801325,28.0854174024906,0.709,0.03
1,23.9145928070625,5.07661012230331,94.1899134237959,0.74,0.03
2,22.5300212304944,4.70612830710634,89.1194646169401,0.729,0.03
3,22.8711571841689,4.48763748362324,91.9175985027281,0.681,0.03
4,20.9846455829431,4.36543722711783,83.0960417791266,0.644,0.03
5,20.8343792755812,4.29902486344845,82.6767720606638,0.571,0.03
6,18.7893328892078,4.25770559446583,72.6581364737099,0.458,0.03
7,18.5826761994223,4.22275067638091,71.7996276152068,0.358,0.03
8,16.6948170810281,4.1908276888196,62.5199469610425,0.279,0.03
9,14.6984212691813,4.16537475494388,52.6652325711872,0.183,0.03
10,11.5298814055854,4.15463844575641,36.8762147991448,0.11,0.03
11,8.77311044625104,4.14922741541451,23.1194151541826,0.077,0.03
12,4.15484144360019,4.14830561471673,0.0326791444173095,0.047,0.03
