"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,32.6220609300193,26.0173997140317,44.031074773251,0.332,0.009
1,26.5343296492983,17.8142489425473,58.1338713783405,0.247,0.009
2,24.5111495055524,16.8991991636403,50.7463356127476,0.233,0.009
3,28.6610595286138,16.6065861907532,80.3631555857373,0.178,0.009
4,22.6121334404304,16.5857628871444,40.1758036885737,0.124,0.009
5,21.8347248888984,16.5450438012014,35.2645405846464,0.105,0.009
6,24.9807908542171,16.5704439258674,56.0689795223312,0.097,0.009
7,22.9331445757116,16.6398343557457,41.9554014664388,0.087,0.009
8,24.0354612944252,16.6830259978131,49.0162353107475,0.071,0.009
9,22.5419729320356,16.7586988975154,38.5551602301353,0.064,0.009
10,19.8500125449793,16.8170835385429,20.2195267095761,0.052,0.009
11,20.7528810299263,16.865605915115,25.9151674320753,0.049,0.009
12,20.5719428339989,16.9339656130678,24.2531814728739,0.047,0.009
13,28.6694411991214,16.9967432101251,77.8179865933084,0.039,0.009
14,21.6718022534739,17.1463936031482,30.1693910021713,0.044,0.009
15,20.6042945378051,17.1508983296873,23.022641387452,0.032,0.009
16,19.4717609114344,17.1994103239455,15.1490039165926,0.036,0.009
17,22.3239713588021,17.2438192802934,33.8676805233916,0.023,0.009
18,19.9558954148987,17.3150665143973,17.605526003342,0.027,0.009
19,21.4015491149965,17.3498457406954,27.0113558286741,0.028,0.009
20,21.0150485770337,17.4030291439741,24.0801295537304,0.02,0.009
21,21.427209878059,17.4436710892509,26.5569252587209,0.021,0.009
22,18.9788433381335,17.4882509390208,9.93728266075133,0.018,0.009
