"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,4473.46317531559,1796.27237138535,133859.540196512,0.915,0.006
1,4217.18906003247,1291.48269424492,146285.318289377,0.909,0.006
2,4259.5247691555,1244.47079701391,150752.698607079,0.936,0.006
3,4304.05402962235,1228.00954609155,153802.22417654,0.928,0.006
4,4168.95621802266,1218.76303188167,147509.65930705,0.942,0.006
5,4202.3112843738,1213.69952424635,149430.588006373,0.968,0.006
6,4108.82413337685,1211.39435035962,144871.489150861,0.953,0.006
7,4189.23375237975,1208.86182573417,149018.596332279,0.964,0.006
8,4145.83941857536,1207.20731865209,146931.604996164,0.971,0.006
9,4168.04312877553,1206.75912949834,148064.19996386,0.974,0.006
10,4122.66244200568,1203.54749050767,145955.7475749,0.978,0.006
11,4353.46373436314,1201.42603591713,157601.8849223,0.978,0.006
12,4164.2609827339,1198.23026464334,148301.535904528,0.979,0.006
13,4090.54972881765,1196.63164317717,144695.904282024,0.989,0.006
14,4230.41880480212,1194.34299772511,151803.79035385,0.991,0.006
15,4205.59859477211,1191.44173553733,150707.842961739,0.996,0.006
16,4206.64137733959,1191.20506243957,150771.815745001,0.992,0.006
17,4261.75801581207,1187.70827942923,153702.486819142,0.995,0.006
18,4196.50820966405,1183.49365960743,150650.727502831,0.99,0.006
19,4166.67738861748,1183.21911803266,149172.913529241,0.993,0.006
20,4168.65086304303,1180.1682125667,149424.132523816,0.989,0.006
21,4118.1572887084,1179.26209828484,146944.759521178,0.99,0.006
22,4196.67438425012,1177.25534890724,150970.951767144,0.99,0.006
23,4193.54444163866,1177.12455147407,150820.99450823,0.985,0.006
24,4135.10812922572,1176.31733576396,147939.539673088,0.986,0.006
25,4116.38630174399,1173.68532463869,147135.048855265,0.982,0.006
26,4110.88405595413,1173.14725460741,146886.840067336,0.965,0.006
27,4148.75698743541,1171.97765816392,148838.966463574,0.967,0.006
28,4153.41895484937,1170.49757053826,149146.069215556,0.958,0.006
29,4100.0669012157,1171.14564594074,146446.062763748,0.955,0.006
30,4172.33087869899,1167.45904602568,150243.591633665,0.95,0.006
31,4143.63445096361,1167.7280710158,148795.318997391,0.952,0.006
