"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,9834.02776176882,1796.27237138535,133962.589839724,0.913,0.003
1,9710.1358817085,1544.30728119013,136097.143341973,0.92,0.003
2,9600.41961775026,1505.28538045369,134918.903954943,0.914,0.003
3,9568.39785356911,1490.68715014027,134628.511723814,0.908,0.003
4,9618.13143159462,1472.2523034097,135764.652136415,0.918,0.003
5,9734.05276430998,1461.36915965663,137878.060077556,0.918,0.003
6,9593.76710923346,1468.39668947566,135422.840329297,0.909,0.003
7,9541.15654776992,1446.98400768237,134902.875668126,0.921,0.003
8,9636.58071495991,1451.82385524788,136412.614328534,0.915,0.003
9,9628.10453111136,1452.48794224111,136260.276481171,0.918,0.003
10,9875.81715294802,1467.80349236919,140133.561009647,0.919,0.003
11,9567.31480682361,1455.47116361072,135197.394053548,0.915,0.003
12,9528.8862697114,1456.07536136833,134546.848472384,0.922,0.003
13,9600.16842756045,1443.57008048543,135943.305784584,0.918,0.003
14,9645.46296540005,1446.53793259133,136648.750546812,0.918,0.003
15,9462.98824955207,1448.85374368793,133568.908431069,0.923,0.003
16,9484.25640178407,1453.17560258367,133851.34665334,0.917,0.003
17,9572.26310629812,1448.58536925599,135394.628950702,0.925,0.003
18,9516.87678327365,1442.51915053957,134572.627212235,0.919,0.003
19,9392.2437335366,1447.58298715033,132411.012439771,0.919,0.003
20,9519.4975725669,1438.46114863656,134683.940398839,0.939,0.003
21,9540.5920787137,1448.24242949653,134872.494153619,0.927,0.003
22,10041.7244017863,1456.46388867683,143087.675218491,0.948,0.003
23,9659.24391130104,1452.17492062217,136784.483177981,0.952,0.003
24,9545.1050285362,1444.88331241602,135003.69526867,0.949,0.003
25,9532.29148066958,1443.14708709171,134819.073226298,0.952,0.003
26,9505.19228343246,1433.87711993309,134521.919391656,0.952,0.003
27,9574.8771830155,1434.60950786181,135671.127919228,0.953,0.003
28,9495.41628155936,1446.32595481917,134151.50544567,0.972,0.003
29,9843.31319873179,1440.21893036077,140051.571139517,0.962,0.003
30,9580.63939549105,1447.4607371134,135552.977639627,0.975,0.003
31,9632.73512885308,1429.24972987467,136724.75664964,0.977,0.003
32,9561.00215735657,1436.54854900963,135407.560139116,0.984,0.003
33,9514.00158989682,1428.65355862318,134755.800521227,0.977,0.003
34,9586.59068498309,1421.1147050552,136091.266332132,0.991,0.003
35,9654.44144111254,1436.14828874777,136971.552539413,0.988,0.003
36,9555.5706297355,1417.07979832353,135641.513856866,0.991,0.003
37,9755.94799829496,1436.5059232786,138657.367916939,0.987,0.003
38,9669.50945999801,1418.84061708064,137511.147381956,0.995,0.003
39,9553.41473001962,1419.91367659302,135558.350890443,0.995,0.003
40,9480.40442909193,1430.7311876731,134161.220690314,0.992,0.003
41,9617.16982569515,1428.5349334525,136477.248204044,0.994,0.003
42,9627.18957305535,1416.01792412501,136852.860815506,0.994,0.003
43,9544.99308711438,1418.1735493423,135446.992296201,0.989,0.003
44,9739.43338855114,1422.22113494066,138620.204226841,0.988,0.003
45,9522.43144203886,1420.15536962264,135037.93454027,0.987,0.003
46,9487.63124797775,1438.60227261227,134150.482922758,0.987,0.003
47,9544.08457566902,1426.08830350033,135299.937869478,0.979,0.003
48,9954.03491863945,1416.60346313316,142290.524258438,0.988,0.003
49,9987.12124840212,1414.13800198481,142883.054106955,0.977,0.003
50,9546.70738689963,1419.6928950928,135450.241530114,0.982,0.003
51,9491.94713078326,1416.24684633488,134595.004740806,0.965,0.003
52,9442.81411525183,1411.73417568749,133851.332326072,0.959,0.003
53,9484.33248046434,1427.70250064434,134277.166330333,0.957,0.003
54,9747.79697825616,1424.56056323126,138720.606917082,0.963,0.003
55,9782.8984315391,1420.95838015598,139365.667523052,0.957,0.003
56,9732.50568093234,1410.45157708924,138700.901730718,0.941,0.003
57,9731.46301394674,1417.85551617376,138560.124962883,0.932,0.003
58,9533.45834977403,1405.0793032153,135472.984109312,0.932,0.003
59,9575.43485885698,1406.40742368048,136150.457252942,0.913,0.003
60,9604.7647785139,1412.42014454319,136539.077232845,0.907,0.003
61,9544.79845899114,1408.32796967835,135607.841488546,0.906,0.003
62,9483.32249864793,1400.33897786628,134716.392013027,0.875,0.003
63,9325.18977723341,1414.72019596911,131841.159687738,0.856,0.003
64,9633.74789874875,1415.76819139095,136966.328455963,0.843,0.003
65,9754.16060817748,1408.76525739629,139089.92251302,0.822,0.003
66,9507.19008428277,1431.85915464695,134588.848827264,0.819,0.003
67,9704.73229993932,1396.5136654472,138470.310574869,0.793,0.003
68,9548.13848170859,1417.16251915395,135516.266042577,0.768,0.003
69,9495.05065063917,1419.00726631099,134600.723072136,0.769,0.003
70,9423.02689639302,1390.46852689474,133875.972824971,0.731,0.003
71,9629.00411068275,1393.06781919733,137265.60485809,0.719,0.003
72,9657.86442199101,1390.32652219025,137792.298330013,0.696,0.003
73,9572.00107736855,1405.69359600162,136105.124689449,0.674,0.003
