"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,1796.27237138535,1796.27237138535,144441.697535396,0.912,0.001
1,1256.9605441234,1256.9605441234,151310.790909121,0.93,0.001
2,1210.75878297815,1210.75878297815,156649.581234827,0.939,0.001
3,1192.71139326206,1192.71139326206,154254.919288677,0.948,0.001
4,1184.47780116405,1184.47780116405,158238.832615046,0.95,0.001
5,1179.84510015875,1179.84510015875,153107.305685756,0.971,0.001
6,1176.6914950126,1176.6914950126,153199.784073943,0.975,0.001
7,1174.16180622633,1174.16180622633,156706.338479464,0.978,0.001
8,1171.86235402259,1171.86235402259,156636.352915239,0.982,0.001
9,1169.61379078238,1169.61379078238,155105.874077349,0.986,0.001
10,1167.34983346143,1167.34983346143,154426.818918253,0.989,0.001
11,1165.03332330492,1165.03332330492,158276.490846912,0.991,0.001
12,1162.59748753929,1162.59748753929,157174.666924389,0.994,0.001
13,1159.97296144278,1159.97296144278,158094.773492972,0.998,0.001
14,1157.21708731523,1157.21708731523,155611.610379885,0.993,0.001
15,1154.52434401708,1154.52434401708,155878.637112396,0.993,0.001
16,1152.06636327756,1152.06636327756,153855.94196811,0.992,0.001
17,1149.91130200066,1149.91130200066,152651.152972493,0.994,0.001
18,1148.04989529766,1148.04989529766,151989.109298582,0.99,0.001
19,1146.43930649237,1146.43930649237,157674.723650423,0.989,0.001
20,1145.02991817047,1145.02991817047,155457.018124992,0.987,0.001
21,1143.77619391567,1143.77619391567,153954.905339349,0.988,0.001
22,1142.6391806921,1142.6391806921,154491.892064197,0.983,0.001
23,1141.58569439578,1141.58569439578,173333.089509278,0.978,0.001
24,1140.58623347128,1140.58623347128,156301.568041844,0.982,0.001
25,1139.61213898577,1139.61213898577,158771.468052106,0.979,0.001
26,1138.63225644532,1138.63225644532,155392.59807738,0.966,0.001
27,1137.61071091279,1137.61071091279,156109.242778705,0.962,0.001
28,1136.51135657109,1136.51135657109,153121.916608597,0.959,0.001
29,1135.31563066436,1135.31563066436,155395.045801616,0.962,0.001
30,1134.04353000082,1134.04353000082,156018.522724781,0.946,0.001
31,1132.74919095168,1132.74919095168,153667.83179483,0.954,0.001
32,1131.49109627194,1131.49109627194,156885.080096589,0.946,0.001
33,1130.30753551183,1130.30753551183,153279.806194337,0.936,0.001
34,1129.21067046744,1129.21067046744,155885.169160673,0.945,0.001
35,1128.19207191885,1128.19207191885,155991.229380591,0.948,0.001
36,1127.2307372485,1127.2307372485,154757.397599563,0.942,0.001
37,1126.29934278491,1126.29934278491,152980.425860965,0.93,0.001
38,1125.3679977932,1125.3679977932,154764.239664463,0.92,0.001
39,1124.4060703378,1124.4060703378,156373.3420491,0.912,0.001
40,1123.38267712432,1123.38267712432,156721.52257021,0.916,0.001
41,1122.26584384608,1122.26584384608,153277.737832037,0.919,0.001
42,1121.02038083438,1121.02038083438,154649.160309749,0.9,0.001
43,1119.6084382512,1119.6084382512,155521.634827545,0.907,0.001
44,1118.00407297951,1118.00407297951,158944.911205432,0.89,0.001
45,1116.22286570638,1116.22286570638,157135.23360061,0.888,0.001
46,1114.33177170614,1114.33177170614,154135.767619118,0.882,0.001
47,1112.41571686206,1112.41571686206,153798.414500012,0.876,0.001
48,1110.53711567683,1110.53711567683,154557.838766325,0.866,0.001
