"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,160.673017356546,148.937124377218,234.717859586545,0.567,0.005
1,95.7048290489843,51.2504021964488,889.08853705071,0.391,0.005
2,107.485126705606,47.7072122603015,1195.55828890609,0.306,0.005
3,90.0343287084876,46.4419192785236,871.848188599279,0.211,0.005
4,91.1751812664491,45.7160568905691,909.182487517601,0.16,0.005
5,78.8451022321935,45.2001981798449,672.898081046972,0.121,0.005
6,81.0534848351322,44.7841262635649,725.387171431345,0.093,0.005
7,84.6361339537805,44.4353056497455,804.016566080701,0.063,0.005
8,86.4136030416557,44.1480692733934,845.310675365247,0.04,0.005
9,79.3782414742007,43.9113219756587,709.338389970839,0.032,0.005
10,55.9810042903183,43.7107264233932,245.405557338503,0.016,0.005
11,56.6459150486993,43.5420443844058,262.07741328587,0.013,0.005
12,44.3747018077866,43.4010809099888,19.4724179559549,0.011,0.005
