"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,144.113024031064,144.113024031064,75.1202733067233,0.979,0.027
1,51.3584512263353,51.3584512263353,345.809026355962,0.84,0.027
2,47.0715942571604,47.0715942571604,344.521384913773,0.818,0.027
3,45.287287407942,45.287287407942,337.056420008957,0.755,0.027
4,44.3792678598803,44.3792678598803,329.528202182909,0.746,0.027
5,43.8360276950608,43.8360276950608,323.440247041022,0.728,0.027
6,43.453598516763,43.453598516763,317.995623877515,0.723,0.027
7,43.1577261179171,43.1577261179171,312.757539896819,0.704,0.027
8,42.921242318453,42.921242318453,308.04694094078,0.687,0.027
9,42.7234184950595,42.7234184950595,303.879890038118,0.678,0.027
10,42.5536643894774,42.5536643894774,299.430926003477,0.625,0.027
11,42.4059857591684,42.4059857591684,295.417000833836,0.626,0.027
12,42.2745360934019,42.2745360934019,293.006147984879,0.652,0.027
13,42.1561072993862,42.1561072993862,291.476375344283,0.641,0.027
14,42.0498276227028,42.0498276227028,290.460418191881,0.654,0.027
15,41.9540987056152,41.9540987056152,289.552431336425,0.652,0.027
16,41.8683956881737,41.8683956881737,288.979226194058,0.608,0.027
17,41.7909510876187,41.7909510876187,288.482195249275,0.614,0.027
18,41.7215822882053,41.7215822882053,287.917525803239,0.636,0.027
19,41.658201731679,41.658201731679,287.020519609057,0.616,0.027
20,41.6006360785037,41.6006360785037,286.182536596028,0.618,0.027
21,41.5486834182505,41.5486834182505,285.445845910266,0.596,0.027
22,41.5014275540549,41.5014275540549,284.881297792597,0.632,0.027
23,41.4578923273464,41.4578923273464,284.444482540849,0.596,0.027
24,41.4167061758385,41.4167061758385,283.775515705193,0.626,0.027
25,41.3777341087226,41.3777341087226,283.071058933028,0.604,0.027
26,41.3412212233492,41.3412212233492,282.455619895237,0.625,0.027
27,41.3065562439168,41.3065562439168,281.89728092894,0.597,0.027
28,41.2732227009563,41.2732227009563,281.23910182509,0.597,0.027
29,41.2411102094171,41.2411102094171,280.517400111276,0.6,0.027
30,41.2109227415373,41.2109227415373,280.088279871883,0.633,0.027
31,41.1828799401464,41.1828799401464,279.653960175113,0.612,0.027
32,41.1569451089832,41.1569451089832,279.366810664102,0.6,0.027
33,41.133008464443,41.133008464443,279.150756198128,0.604,0.027
34,41.1107575424389,41.1107575424389,279.159423295838,0.596,0.027
35,41.0911323254589,41.0911323254589,279.546680811729,0.624,0.027
36,41.0739512123641,41.0739512123641,280.167440791163,0.597,0.027
37,41.0590754118473,41.0590754118473,280.990574303006,0.597,0.027
38,41.0460790866193,41.0460790866193,282.041222958797,0.582,0.027
39,41.0345760989042,41.0345760989042,283.219019889769,0.608,0.027
40,41.0239341216469,41.0239341216469,284.6124449157,0.606,0.027
41,41.0140777606653,41.0140777606653,286.075286963339,0.612,0.027
42,41.005035240576,41.005035240576,287.402286913378,0.609,0.027
43,40.9965966048894,40.9965966048894,288.639379299079,0.62,0.027
44,40.988596763045,40.988596763045,289.833640207565,0.63,0.027
45,40.9808957763107,40.9808957763107,291.003919884495,0.643,0.027
46,40.9734244764069,40.9734244764069,292.164234551324,0.621,0.027
47,40.9663761664587,40.9663761664587,293.321181308905,0.64,0.027
48,40.9597297261087,40.9597297261087,294.476692472053,0.639,0.027
49,40.9534642137378,40.9534642137378,295.626124602139,0.651,0.027
50,40.9475740397355,40.9475740397355,296.748646645476,0.665,0.027
