"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,141.889848356061,141.889848356061,62.615576392325,0.815,0.042
1,49.8995453475951,49.8995453475951,280.575234732573,0.671,0.042
2,46.316933739137,46.316933739137,247.728071691587,0.547,0.042
3,44.8742159829224,44.8742159829224,218.359383537009,0.495,0.042
4,44.1351851044125,44.1351851044125,197.214243661709,0.485,0.042
5,43.6803603100419,43.6803603100419,181.988917783637,0.441,0.042
6,43.3664459058493,43.3664459058493,171.817200134337,0.435,0.042
7,43.1315237282987,43.1315237282987,164.731704700981,0.423,0.042
8,42.9416615554142,42.9416615554142,161.023250239518,0.404,0.042
9,42.7814837158185,42.7814837158185,158.521398992967,0.407,0.042
10,42.6449585942381,42.6449585942381,156.833825490572,0.401,0.042
11,42.5286906878958,42.5286906878958,155.970093019246,0.38,0.042
12,42.4274425601511,42.4274425601511,155.49223561021,0.384,0.042
13,42.3378350041687,42.3378350041687,155.629301281049,0.407,0.042
14,42.2571392627599,42.2571392627599,157.103820457569,0.396,0.042
15,42.1841382785497,42.1841382785497,159.221254234144,0.401,0.042
16,42.1178143827717,42.1178143827717,161.491958761597,0.376,0.042
17,42.0570112706465,42.0570112706465,164.049788254216,0.423,0.042
18,42.0001777122007,42.0001777122007,166.40384375497,0.414,0.042
19,41.9474571187241,41.9474571187241,168.404255081298,0.434,0.042
20,41.8986108742843,41.8986108742843,170.472256192348,0.401,0.042
21,41.8531301327427,41.8531301327427,172.780285296786,0.402,0.042
22,41.8110236510069,41.8110236510069,175.276376926733,0.428,0.042
23,41.7713369510102,41.7713369510102,177.826182973152,0.415,0.042
24,41.7336554270896,41.7336554270896,180.343497200397,0.43,0.042
25,41.6976497701248,41.6976497701248,182.820860714728,0.459,0.042
26,41.6633828555861,41.6633828555861,185.28667361327,0.422,0.042
27,41.6311532587319,41.6311532587319,187.727727089822,0.473,0.042
28,41.6014531458465,41.6014531458465,190.157380987133,0.478,0.042
29,41.5737150348306,41.5737150348306,192.648048430232,0.45,0.042
30,41.5472624789594,41.5472624789594,195.236771939188,0.464,0.042
31,41.5210693450752,41.5210693450752,197.927143320482,0.454,0.042
32,41.4957270894263,41.4957270894263,200.616720134861,0.461,0.042
33,41.4716226553534,41.4716226553534,203.568090476845,0.471,0.042
34,41.4487755774686,41.4487755774686,206.738293310598,0.477,0.042
35,41.4273574017169,41.4273574017169,210.044777483749,0.531,0.042
36,41.4069323878606,41.4069323878606,213.086598763598,0.502,0.042
37,41.3879669780972,41.3879669780972,216.182916105425,0.499,0.042
38,41.3705580444332,41.3705580444332,219.316536809779,0.509,0.042
39,41.3548713944118,41.3548713944118,222.490125575727,0.516,0.042
40,41.3407110427119,41.3407110427119,225.741586536325,0.526,0.042
41,41.3277653577788,41.3277653577788,229.074150741835,0.537,0.042
42,41.3157720049044,41.3157720049044,232.449277788253,0.527,0.042
43,41.3045743508081,41.3045743508081,235.810347128548,0.551,0.042
44,41.2940735475582,41.2940735475582,239.081590015591,0.528,0.042
45,41.2840743964415,41.2840743964415,242.045072400817,0.507,0.042
46,41.2744774278069,41.2744774278069,244.788885965659,0.554,0.042
47,41.2649688188059,41.2649688188059,247.711350881455,0.562,0.042
48,41.2561483877879,41.2561483877879,250.519475802686,0.582,0.042
49,41.2480885932363,41.2480885932363,253.208880225078,0.604,0.042
50,41.2406879153801,41.2406879153801,255.824516050378,0.576,0.042
