"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,74.2297147841154,74.2297147841154,31.8059813563293,0.874,0.034
1,24.9215734340444,24.9215734340444,141.166783374888,0.679,0.034
2,23.5807000329091,23.5807000329091,127.863758192387,0.556,0.034
3,23.0987804044405,23.0987804044405,121.983920744043,0.564,0.034
4,22.8200516721302,22.8200516721302,118.431135102371,0.555,0.034
5,22.6130784705754,22.6130784705754,115.329893430634,0.526,0.034
6,22.4360558335982,22.4360558335982,112.433909733347,0.504,0.034
7,22.2887512422073,22.2887512422073,110.225698093539,0.482,0.034
8,22.1564376177591,22.1564376177591,108.974753825683,0.509,0.034
9,22.0380164534301,22.0380164534301,108.727983523151,0.521,0.034
10,21.9302927552442,21.9302927552442,109.384197878436,0.528,0.034
11,21.8276579643468,21.8276579643468,110.061723540259,0.49,0.034
12,21.7338694191424,21.7338694191424,110.417121327978,0.495,0.034
13,21.6504811700363,21.6504811700363,110.65063976112,0.495,0.034
14,21.575937197155,21.575937197155,110.918714805799,0.516,0.034
15,21.5032068509488,21.5032068509488,110.428564646207,0.521,0.034
16,21.4368551780852,21.4368551780852,109.743166990189,0.5,0.034
17,21.3766820460338,21.3766820460338,109.306752887345,0.503,0.034
18,21.321767111067,21.321767111067,109.440228466925,0.487,0.034
19,21.2752376803249,21.2752376803249,110.280234318046,0.48,0.034
20,21.2352014402382,21.2352014402382,111.804218079376,0.522,0.034
21,21.2001445073673,21.2001445073673,114.024773398361,0.546,0.034
22,21.1715638986199,21.1715638986199,116.63722312358,0.532,0.034
23,21.1486317849843,21.1486317849843,119.290223559246,0.528,0.034
24,21.1292705482098,21.1292705482098,121.978216188502,0.548,0.034
25,21.1124058576558,21.1124058576558,124.644115964716,0.549,0.034
26,21.0971665539314,21.0971665539314,127.115862887448,0.566,0.034
27,21.0825342523142,21.0825342523142,129.363388951508,0.588,0.034
28,21.067804528542,21.067804528542,131.416983713358,0.587,0.034
29,21.0537428062846,21.0537428062846,133.316214631003,0.585,0.034
30,21.0408879724738,21.0408879724738,135.088402517945,0.606,0.034
31,21.0288557167448,21.0288557167448,136.749710910655,0.615,0.034
32,21.0172763185762,21.0172763185762,138.307261406394,0.615,0.034
33,21.0061489335357,21.0061489335357,139.763470845681,0.656,0.034
34,20.9954518207593,20.9954518207593,141.121852012434,0.649,0.034
35,20.985042601548,20.985042601548,142.387767692373,0.62,0.034
36,20.9748070792604,20.9748070792604,143.581291999024,0.626,0.034
37,20.9646894406943,20.9646894406943,144.72127624586,0.668,0.034
38,20.9549365500469,20.9549365500469,145.757823283549,0.667,0.034
39,20.9458736386652,20.9458736386652,146.679864700529,0.694,0.034
40,20.9375167424357,20.9375167424357,147.498545263257,0.677,0.034
41,20.9296088804812,20.9296088804812,148.233118105819,0.646,0.034
42,20.9219391019522,20.9219391019522,148.91367889999,0.653,0.034
43,20.9144613907058,20.9144613907058,149.564875457842,0.696,0.034
44,20.9076175836201,20.9076175836201,150.193271104279,0.695,0.034
45,20.9016517793536,20.9016517793536,150.793129918122,0.71,0.034
46,20.8960659182777,20.8960659182777,151.360166331352,0.673,0.034
47,20.8915018660953,20.8915018660953,151.892497487707,0.69,0.034
48,20.8876501366561,20.8876501366561,152.370828031999,0.665,0.034
49,20.8842386539294,20.8842386539294,152.775577151581,0.661,0.034
50,20.8809850873369,20.8809850873369,153.074827693249,0.674,0.034
