,loss,acc,val_loss,val_acc
0,2.300152540206909,0.4833333194255829,2.0354971885681152,0.5
1,1.9372655153274536,0.6166666746139526,1.5404725074768066,0.5833333134651184
2,1.4178142547607422,0.6833333373069763,0.9990754127502441,0.6666666865348816
3,0.9180915355682373,0.699999988079071,0.737346351146698,0.6666666865348816
4,0.676875650882721,0.800000011920929,0.6639788746833801,0.75
5,0.6088010668754578,0.8166666626930237,0.7313048243522644,0.5833333134651184
6,0.5971370935440063,0.7666666507720947,0.6337571740150452,0.6666666865348816
7,0.657800555229187,0.6666666865348816,0.6723735928535461,0.5833333134651184
8,0.5802205204963684,0.75,0.6716175079345703,0.5833333134651184
9,0.553259551525116,0.7666666507720947,0.5911658406257629,0.8333333134651184
10,0.4658382534980774,0.8833333253860474,0.6938608288764954,0.5
11,0.47038689255714417,0.8500000238418579,0.5934311151504517,0.75
12,0.4067724943161011,0.8999999761581421,0.5641087293624878,0.8333333134651184
13,0.4252161681652069,0.8333333134651184,0.611278772354126,0.6666666865348816
14,0.43122610449790955,0.8500000238418579,0.6824261546134949,0.6666666865348816
15,0.36353951692581177,0.9166666865348816,0.5494520664215088,0.75
16,0.3979632258415222,0.8999999761581421,0.5918048620223999,0.6666666865348816
17,0.3254273235797882,0.9166666865348816,0.6821660995483398,0.6666666865348816
18,0.31647565960884094,0.8999999761581421,0.624283492565155,0.6666666865348816
19,0.3007054626941681,0.949999988079071,0.5617834329605103,0.75
20,0.30205509066581726,0.9166666865348816,0.643606960773468,0.6666666865348816
21,0.32939955592155457,0.8999999761581421,0.5819399356842041,0.75
22,0.31521859765052795,0.9166666865348816,0.5618542432785034,0.8333333134651184
23,0.3462200462818146,0.8833333253860474,0.6434457898139954,0.6666666865348816
24,0.2835175096988678,0.9166666865348816,0.9047768712043762,0.5833333134651184
25,0.3299735486507416,0.8500000238418579,0.5740507245063782,0.8333333134651184
26,0.2975613474845886,0.8833333253860474,0.5878701210021973,0.8333333134651184
27,0.2034720629453659,0.9833333492279053,0.764537513256073,0.6666666865348816
28,0.23775553703308105,0.949999988079071,0.676908016204834,0.6666666865348816
29,0.1969655305147171,0.9833333492279053,0.5983095169067383,0.8333333134651184
30,0.21470622718334198,0.9333333373069763,0.6071154475212097,0.8333333134651184
31,0.1773490458726883,0.9833333492279053,0.6997876763343811,0.75
32,0.18067413568496704,0.9666666388511658,0.7393137812614441,0.75
33,0.1968122124671936,0.9666666388511658,0.6481688022613525,0.8333333134651184
34,0.16333624720573425,1.0,0.656343936920166,0.8333333134651184
35,0.16960333287715912,0.9833333492279053,0.71579909324646,0.8333333134651184
36,0.1468660831451416,1.0,0.7728275656700134,0.75
37,0.16175374388694763,1.0,0.7395055890083313,0.8333333134651184
38,0.1283825933933258,1.0,0.7316004633903503,0.8333333134651184
39,0.12423332780599594,1.0,0.7603276371955872,0.8333333134651184
40,0.11477502435445786,1.0,0.7847487330436707,0.8333333134651184
41,0.1105620488524437,1.0,0.8047930598258972,0.8333333134651184
42,0.11523311585187912,1.0,0.8226282000541687,0.8333333134651184
43,0.10853538662195206,1.0,0.8428845405578613,0.8333333134651184
44,0.10820481181144714,1.0,0.8517436981201172,0.8333333134651184
45,0.10590226203203201,1.0,0.8543088436126709,0.8333333134651184
46,0.09666736423969269,1.0,0.8650800585746765,0.8333333134651184
47,0.10308356583118439,1.0,0.8769417405128479,0.8333333134651184
48,0.0967354103922844,1.0,0.8940398693084717,0.8333333134651184
49,0.1056104525923729,1.0,0.9073872566223145,0.8333333134651184
