"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,1796.27237138535,1796.27237138535,135781.874533845,0.916,0.004
1,1256.9605441234,1256.9605441234,154693.24713471,0.947,0.004
2,1210.75878297815,1210.75878297815,153980.544301324,0.948,0.004
3,1192.71139326206,1192.71139326206,156366.04995348,0.966,0.004
4,1184.47780116405,1184.47780116405,154260.535321335,0.965,0.004
5,1179.84510015875,1179.84510015875,155277.978342998,0.961,0.004
6,1176.6914950126,1176.6914950126,159077.468587623,0.976,0.004
7,1174.16180622633,1174.16180622633,155267.447533149,0.978,0.004
8,1171.86235402259,1171.86235402259,154015.246979833,0.98,0.004
9,1169.61379078238,1169.61379078238,154147.398572171,0.99,0.004
10,1167.34983346143,1167.34983346143,161190.60382373,0.982,0.004
11,1165.03332330492,1165.03332330492,154433.673850331,0.99,0.004
12,1162.59748753929,1162.59748753929,155913.513455743,0.993,0.004
13,1159.97296144278,1159.97296144278,156667.10591313,0.991,0.004
14,1157.21708731523,1157.21708731523,156081.199368658,0.991,0.004
15,1154.52434401708,1154.52434401708,156120.951511287,0.994,0.004
16,1152.06636327756,1152.06636327756,155235.003425303,0.994,0.004
17,1149.91130200066,1149.91130200066,158931.897305185,0.995,0.004
18,1148.04989529766,1148.04989529766,151977.133024092,0.991,0.004
19,1146.43930649237,1146.43930649237,157359.660327384,0.989,0.004
20,1145.02991817047,1145.02991817047,154810.378499497,0.986,0.004
21,1143.77619391567,1143.77619391567,153056.00311595,0.984,0.004
22,1142.6391806921,1142.6391806921,154573.299896809,0.974,0.004
23,1141.58569439578,1141.58569439578,151602.991509947,0.978,0.004
24,1140.58623347128,1140.58623347128,155348.727724356,0.976,0.004
25,1139.61213898577,1139.61213898577,160017.534604197,0.97,0.004
26,1138.63225644532,1138.63225644532,155165.620572689,0.973,0.004
27,1137.61071091279,1137.61071091279,157601.404232641,0.971,0.004
28,1136.51135657109,1136.51135657109,153744.686767481,0.969,0.004
29,1135.31563066436,1135.31563066436,155559.3407893,0.963,0.004
30,1134.04353000082,1134.04353000082,153835.404336136,0.951,0.004
31,1132.74919095168,1132.74919095168,155447.243287899,0.954,0.004
32,1131.49109627194,1131.49109627194,153275.881417609,0.949,0.004
33,1130.30753551183,1130.30753551183,152703.718489285,0.944,0.004
34,1129.21067046744,1129.21067046744,153107.776201116,0.937,0.004
35,1128.19207191885,1128.19207191885,157158.369699868,0.942,0.004
36,1127.2307372485,1127.2307372485,157992.255762635,0.949,0.004
37,1126.29934278491,1126.29934278491,154555.908589783,0.938,0.004
38,1125.3679977932,1125.3679977932,155983.491248509,0.933,0.004
39,1124.4060703378,1124.4060703378,154910.026719402,0.925,0.004
40,1123.38267712432,1123.38267712432,151278.221715833,0.92,0.004
41,1122.26584384608,1122.26584384608,155544.908651085,0.912,0.004
42,1121.02038083438,1121.02038083438,156132.444185514,0.924,0.004
43,1119.6084382512,1119.6084382512,154885.708466187,0.902,0.004
44,1118.00407297951,1118.00407297951,156426.379252403,0.906,0.004
45,1116.22286570638,1116.22286570638,153866.526312564,0.879,0.004
46,1114.33177170614,1114.33177170614,154123.303797016,0.884,0.004
47,1112.41571686206,1112.41571686206,152069.802956066,0.865,0.004
48,1110.53711567683,1110.53711567683,153679.041026206,0.878,0.004
49,1108.72304848069,1108.72304848069,154594.217676831,0.88,0.004
50,1106.97480819539,1106.97480819539,153147.694834661,0.856,0.004
