"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,15183.1028561035,1796.27237138535,133868.304847182,0.92,0.004
1,14444.3530939314,1963.40901653962,124809.440773917,0.9,0.004
2,14405.811717904,1934.06885362204,124717.428642819,0.9,0.004
3,14581.8959662298,1907.62720183856,126742.687643912,0.875,0.004
4,14202.170682204,1973.67121773229,122284.994644718,0.86,0.004
5,14600.9446566041,1894.2510532727,127066.936033314,0.861,0.004
6,14403.3767531959,1901.73834212772,125016.384110682,0.843,0.004
7,14553.4983516942,1867.93426762784,126855.640840663,0.838,0.004
8,14514.2943890299,1879.48057114963,126348.138178803,0.795,0.004
9,14071.2274936104,1879.84461814357,121913.828754668,0.797,0.004
10,14376.748413182,1902.26361680495,124744.84796377,0.773,0.004
11,14292.7034482832,1881.9080718679,124107.953764153,0.745,0.004
12,15180.3547041797,1929.85881972344,132504.958844563,0.751,0.004
13,14428.8802565913,1912.30125888304,125165.789977083,0.707,0.004
14,14498.4644068411,1904.78056856601,125936.838382751,0.68,0.004
15,14757.8795561532,1893.76733392404,128641.122222292,0.652,0.004
16,14340.3941078083,1901.51011449476,124388.839933136,0.628,0.004
17,14046.7310085836,1929.94438026376,121167.866283199,0.591,0.004
18,14111.047405811,1914.21269594921,121968.347098617,0.557,0.004
19,14238.0763651482,1932.49375081437,123055.826143338,0.529,0.004
20,14644.2898827663,1902.39032531076,127418.995574555,0.479,0.004
21,14323.6498156061,1932.40852546324,123912.412901429,0.448,0.004
22,15085.2463030174,1880.64118578864,132046.051172287,0.426,0.004
23,13984.2267016085,1937.3334965186,120468.932050899,0.381,0.004
24,14077.7655328458,1948.51944052349,121292.460923223,0.354,0.004
25,14152.3430742973,1899.82723116882,122525.158431285,0.339,0.004
26,14322.437747595,1943.36041051046,123790.773370845,0.304,0.004
27,13986.9821264811,1952.20659725379,120347.755292273,0.243,0.004
28,14132.9637218895,1965.90341348321,121670.603084063,0.23,0.004
29,13991.4174672504,1948.12836191933,120432.891053311,0.214,0.004
30,14164.4975484616,1932.83933726539,122316.582111962,0.199,0.004
31,14183.3951897873,1948.47450601373,122349.206837736,0.153,0.004
32,14236.8674953493,1955.95269591313,122809.147994362,0.126,0.004
33,14020.2328026467,2020.73704216534,119994.957604814,0.113,0.004
34,14250.6076268474,2003.4853826048,122471.222442426,0.092,0.004
35,13985.1798851947,2007.88797547545,119772.919097192,0.08,0.004
36,13903.4105709071,1997.61848623657,119057.920846706,0.057,0.004
37,14308.9828529563,2065.98827651852,122429.945764378,0.05,0.004
38,13664.2975055372,2039.04064597935,116252.568595578,0.034,0.004
39,13725.7331356752,2045.64185117662,116800.912844986,0.027,0.004
40,13868.1678430895,2038.10529688295,118300.625462065,0.019,0.004
41,13626.9312507417,2095.87749288857,115310.537578531,0.028,0.004
42,13477.5263399944,2151.9656924985,113255.606474959,0.011,0.004
43,13605.9711954585,2110.10809845229,114958.630970062,0.007,0.004
