"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,28088.4323836784,1796.27237138535,131460.800061465,0.921,0.005
1,23968.4259773473,3598.23255247628,101850.967124355,0.866,0.005
2,24221.9798305286,3607.25220135753,103073.638145856,0.82,0.005
3,24320.2594291419,3578.95755321773,103706.509379621,0.761,0.005
4,24273.9828238227,3534.00985160214,103699.864861103,0.687,0.005
5,24049.3496052789,3517.48415686064,102659.327242091,0.577,0.005
6,24588.172574246,3537.12797179819,105255.223012239,0.48,0.005
7,23545.8613360363,3486.78614767539,100295.375941804,0.376,0.005
8,23915.0541812161,3615.36490400867,101498.446386037,0.265,0.005
9,23982.7709139483,3534.09361113878,102243.386514047,0.158,0.005
10,23655.3352116718,3579.46257069943,100379.363204862,0.086,0.005
11,23385.9107169679,3606.56703687136,98896.7184004826,0.036,0.005
12,23088.7816405192,3579.13668185562,97548.2247933179,0.017,0.005
13,24002.3355296267,3636.63182475481,101828.51852436,0.006,0.005
