"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,34754.3549802155,1796.27237138535,131832.33043532,0.921,0.005
1,28113.9331965829,4499.27669961986,94458.6259878522,0.837,0.005
2,28067.8080242416,4481.21319275741,94346.3793259367,0.755,0.005
3,28253.9321696028,4571.29988194813,94730.5291506185,0.68,0.005
4,28236.4433216041,4501.09628381113,94941.3881511719,0.541,0.005
5,27911.4993041526,4496.40393018197,93660.3814958825,0.434,0.005
6,28086.3587078973,4492.49404107552,94375.458667287,0.29,0.005
7,27870.1035109287,4553.86753547142,93264.943901829,0.123,0.005
8,27520.0839023523,4711.94101834322,91232.5715360363,0.058,0.005
9,26811.0919018937,4542.91393764618,89072.71185699,0.012,0.005
10,26079.0708770663,4599.23541953612,85919.3418301206,0.001,0.005
