"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,15366.6255413717,1796.27237138535,135703.531699863,0.913,0.005
1,14648.0325604012,1992.83379855377,126551.987618475,0.884,0.005
2,14750.2410610939,1950.81904452418,127994.220165697,0.896,0.005
3,14313.95411185,1906.69416677597,124072.59945074,0.887,0.005
4,14506.3844113649,1923.17300864045,125832.114027245,0.865,0.005
5,14223.9185797018,1884.01494406835,123399.036356334,0.862,0.005
6,14192.6458650572,1927.90797183754,122647.378932196,0.849,0.005
7,14371.6896719023,1894.79535148883,124768.943204134,0.832,0.005
8,14319.1034474263,1887.1385769964,124319.648704299,0.818,0.005
9,14507.2067257648,1882.40751194873,126247.99213816,0.79,0.005
10,14511.0119221673,1927.09067403187,125839.212481354,0.766,0.005
11,14400.4829970506,1876.62735562641,125238.556414242,0.719,0.005
12,14639.7325928909,1908.80595396497,127309.266389259,0.748,0.005
13,14324.8543380043,1901.43993330592,124234.144046984,0.703,0.005
14,14122.3583790514,1863.45548120391,122589.028978475,0.691,0.005
15,14582.734678417,1895.27227670211,126874.624017149,0.618,0.005
16,14296.9802523458,1920.93258985664,123760.476624892,0.624,0.005
17,14459.9736880829,2034.39269902327,124255.809890597,0.577,0.005
18,14334.0110735674,1885.31165361145,124486.99419956,0.548,0.005
19,14373.5391624708,1900.40817988063,124731.309825902,0.518,0.005
20,14152.3986087522,2001.87267569177,121505.259330605,0.49,0.005
21,14509.7905184797,1896.84502196877,126129.454965109,0.455,0.005
22,14453.0401614716,1937.28270009747,125157.574613741,0.422,0.005
23,14355.7377209121,1906.21905656789,124495.186643442,0.382,0.005
24,14011.7287957957,1926.61161764401,120851.171781517,0.35,0.005
25,14244.8820734045,1965.12560655986,122797.564668446,0.31,0.005
26,14507.3351567084,1926.46778209358,125808.673746148,0.279,0.005
27,14081.2396089439,1973.95547438986,121072.84134554,0.259,0.005
28,14179.6399594709,1920.49049889054,122591.494605803,0.23,0.005
29,13970.5863886403,1947.85058195957,120227.358066808,0.207,0.005
30,14370.2908984503,1929.24458339361,124410.463150567,0.186,0.005
31,14025.2917890169,1956.37953320286,120689.122558141,0.155,0.005
32,14910.229890628,1965.50435399493,129447.25536633,0.125,0.005
33,13975.381310171,2022.70551736444,119526.757928066,0.11,0.005
34,13794.7831044992,1978.9577997697,118158.253047295,0.092,0.005
35,13836.4006850236,2009.87125004767,118265.29434976,0.066,0.005
36,13785.875318338,1988.16790246391,117977.074158741,0.064,0.005
37,13630.9167725242,2012.76091863144,116181.558538928,0.052,0.005
38,13808.9465106747,2029.88725258741,117790.592580873,0.037,0.005
39,13816.2993390164,2038.86117907096,117774.381599454,0.032,0.005
40,13792.2214808737,2059.49194246744,117327.295384062,0.023,0.005
41,13607.1385866962,2106.37815023104,115007.604364652,0.022,0.005
42,13850.6802942746,2072.96725346375,117777.130408109,0.018,0.005
43,13806.7322320889,2102.43152516708,117043.007069219,0.018,0.005
44,14286.9118918445,2114.31212039372,121725.997714508,0.014,0.005
45,13988.3747591845,2149.88079652721,118384.939626573,0.01,0.005
46,13473.575055021,2160.59197356727,113129.830814537,0.005,0.005
