"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,35713.259817903,1796.27237138535,135667.949786071,0.927,0.005
1,28337.8811324562,4494.76424558574,95372.4675474818,0.857,0.005
2,27377.8634803727,4939.40744126373,89753.8241564358,0.785,0.005
3,27864.3342294808,4524.55156221702,93359.1306690549,0.667,0.005
4,27658.1381006768,4560.45610331593,92390.7279894435,0.564,0.005
5,27613.7801021757,4460.322614803,92613.8299494908,0.397,0.005
6,27885.698373709,4582.73905923997,93211.8372578763,0.256,0.005
7,27224.6350115054,4514.55008697566,90840.3396981189,0.138,0.005
8,26971.0611418661,4601.48379742511,89478.309377764,0.051,0.005
9,26637.5417188964,4558.27735964048,88317.0574370237,0.023,0.005
10,26189.7034026723,4606.57431091511,86332.5163670287,0.003,0.005
