"Axis.1","Axis.2"
-0.0545204614476746,0.0183607613903905
-0.0267020040600043,-0.00131670639211669
-0.00359331978621582,0.00528125365320809
0.00347093984130711,-0.0375482294433944
0.0456486469502253,-0.0260698449700003
0.0383531880608587,0.0306933210301204
0.0238541831801973,0.0505441421694134
-0.00317320901438011,0.0564128132274315
0.00507285333282406,0.0301595839111865
0.0571114284047013,0.00890077364503676
0.0478221581235737,-0.00805286829810314
0.0723701888001344,0.0615595355590036
0.0244963348192823,-0.0435805046975701
0.0521801440159786,-0.0275456725233768
-0.0455296944286245,-0.0613200235789069
0.0438009157167553,-0.0575577963414753
0.0273408312390539,-0.0194024042258701
0.0313179734307436,-0.0517041042140807
0.00329992202090449,-0.0676632725350707
0.0444490303408348,-0.0324627436200342
0.00550240163125787,-0.0288344094182654
0.0192346772859229,-0.00947923038879227
0.00222664513998745,-0.0422367843108652
0.0710088587053427,0.028253880485746
-0.0159163380941139,0.0195473979143612
0.00474633340718976,0.0377618769431544
-0.126186391005207,-0.0337036037717795
-0.0410326650468485,0.0324537026096416
-0.00373297975846852,0.0108148880222817
-0.0785616628273941,-0.0310234705343991
-0.0394003133864959,0.0464865497288062
-0.0256196029525285,0.0650094135579833
-0.0259465541228235,0.0303119408830013
-0.0211602001707415,-0.0107897665551594
-0.0527056562189344,0.0249457058459568
-0.0595266021266206,0.0327938952425374
