"Axis.1","Axis.2"
-0.0527015014311607,0.017729440266152
-0.0252040248629649,-0.00158162514714392
-0.00235822114348188,0.00495310795325496
0.00458411798756281,-0.037305956718327
0.0461245600036605,-0.0259486668585392
0.0389315409771914,0.0299501479038501
0.024753802316204,0.0495347077004742
-0.00178177139214692,0.0553807132068217
0.00631896758485249,0.0294156823532235
0.0574137384233229,0.0084572646115817
0.0483110452024014,-0.00827390043122535
0.0725478639823103,0.0603844063647767
0.0253929003571603,-0.0433102762273349
0.0525868101684085,-0.0273877228553501
-0.0437965869503579,-0.0608755686928307
0.0443506693696865,-0.0570201300767723
0.0281892806196741,-0.01945551041498
0.032086712183488,-0.051248851820023
0.00198371437513643,-0.0664744864398813
0.0427066402654889,-0.0318483039132967
0.00419774211928311,-0.0281658685980724
0.0177561109149461,-0.00898876928272794
0.00102377694454522,-0.0413448812722978
0.0689548415758817,0.028282280636267
-0.0170025860437852,0.019626871842915
0.0034487011502231,0.0376287987087739
-0.125542069501396,-0.0328934536855538
-0.0415898141766489,0.032313773528855
-0.00493497932027092,0.0109329230738377
-0.0785918072229703,-0.0302684197911104
-0.0399646939096054,0.0461197945632866
-0.0264844489733238,0.0643367500251243
-0.0267723452718036,0.0302015866336515
-0.0220372479768421,-0.0103910638560088
-0.0530671928657698,0.0249025878872394
-0.0598342454788997,0.0326326188213907
