"Axis.1","Axis.2"
-0.0598862024331659,0.0185518485507931
-0.0308531740688106,-0.00168438466137732
-0.00719447442550325,0.00568747940005519
-0.000319607386014294,-0.0365510417656742
0.0425676323970251,-0.0246896561350963
0.0357032834387664,0.0316040547882429
0.0215206544278309,0.0526965769162008
-0.00464916542592675,0.0670785854810567
0.00194701367196485,0.0353796814827881
0.0542507326802015,0.00973948816463548
0.0479654179481627,-0.00602231830976246
0.070219087818999,0.0634724509005214
0.020863482075619,-0.0430075905692288
0.0484789425894499,-0.0263445253986853
-0.0494215865170594,-0.0629688067544161
0.0415837140592809,-0.0564576571064062
0.0240625666819595,-0.0181551545447103
0.0286250972304714,-0.0509859904982406
0.00485482354234415,-0.071389200046726
0.0488571596468874,-0.0342132317259878
0.00834931642946037,-0.030722261228575
0.0221052323729839,-0.0105842200594988
0.00470560803732419,-0.0452368823701106
0.0777336195891804,0.0274845747951176
-0.013380012920524,0.0179266599962039
0.00977294824514161,0.0378487993397338
-0.125169262044145,-0.0352413087141893
-0.0379661498357524,0.0301129162051193
0.000325958203482183,0.0107032581128972
-0.0761439615323005,-0.0321664184573619
-0.0367045596797021,0.0443524690173704
-0.0242306737272901,0.064227031182504
-0.0229697651903487,0.0281767341543775
-0.0184310164906389,-0.0122188660459755
-0.0504504114746115,0.0220560524966852
-0.0567222679347422,0.0315408534077203
