"Axis.1","Axis.2"
-0.0647659178655597,0.0215658384616626
-0.0337040910690314,-0.00306033277066234
-0.00667157243553859,0.00892422328011072
-0.0010934972260099,-0.032952063412783
0.0392004164266049,-0.0195756153262239
0.0324326794490483,0.0326275639118738
0.0180186289409139,0.05401329621581
0.00251148200197398,0.0819146830027955
-0.000556460248934741,0.0511730081550724
0.0492189231549912,0.0117173318335587
0.0519754320203898,-0.00410360141515955
0.0688087238029215,0.0646713379378629
0.021098028256171,-0.0419577640174741
0.0431354883741116,-0.0245259647224027
-0.0498280136952355,-0.0671897483712209
0.0427103781048178,-0.0528145457919298
0.0218348209754546,-0.0152546835937042
0.0299771054559767,-0.0474218856341144
-0.000187657564271789,-0.0734983856637372
0.0511349623554276,-0.0375390514650432
0.00991745436965773,-0.0345820120166399
0.0209339108736672,-0.01132478856869
0.00495284794538249,-0.0486033203325793
0.0846192508961556,0.0207231555600421
-0.0135246140400832,0.0158722746460765
0.0122119084597511,0.0360727446250955
-0.124654361404491,-0.0359022852541101
-0.0359575808553736,0.0223185262775223
0.00589407969879896,0.0179541324269016
-0.0740595107311835,-0.0343046169770711
-0.0348072286185038,0.0383159683302533
-0.0316633508551834,0.054680293093974
-0.0204810984625312,0.0245983257888373
-0.015508208002738,-0.0136990923163473
-0.0508108907644672,0.0106238636529875
-0.0523124677230791,0.0305431904494565
