"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,8611.34607293726,1796.27237138535,136301.474031038,0.933,0.001
1,8392.78039774431,1459.06261475719,138674.355659742,0.928,0.001
2,8233.29512973538,1405.01974027778,136565.507789152,0.92,0.001
3,8545.7990871269,1394.16860856948,143032.609571148,0.918,0.001
4,8640.44530250289,1378.23911024755,145244.123845107,0.927,0.001
5,8185.03942335177,1373.23747697653,136236.038927505,0.936,0.001
6,8199.74943645633,1399.75645257235,135999.85967768,0.932,0.001
7,8398.37503121319,1370.35454730971,140560.40967807,0.929,0.001
8,8376.74685765006,1380.66949652536,139921.547222494,0.937,0.001
9,8287.69031743315,1369.90416928805,138355.722962902,0.951,0.001
10,8424.09828952916,1373.93079093228,141003.349971938,0.941,0.001
11,8248.11436338732,1362.96608207404,137702.965626266,0.929,0.001
12,8584.91652002311,1361.01067948165,144478.116810829,0.956,0.001
13,8287.86606318099,1365.36369414728,138450.047380674,0.944,0.001
14,8262.8984072958,1359.85350888816,138060.897968153,0.948,0.001
15,8370.59215831023,1375.20177990835,139907.807568038,0.955,0.001
16,8480.10884356086,1359.67315478395,142408.713775538,0.952,0.001
17,8299.50131728922,1364.10841141511,138707.858117482,0.963,0.001
18,8693.61044807423,1355.80314157408,146756.146130003,0.965,0.001
19,8271.12895954439,1352.70264917919,138368.526207304,0.967,0.001
20,8280.37124554177,1359.79980224468,138411.428865942,0.977,0.001
21,8329.13988029474,1376.57857011959,139051.226203503,0.976,0.001
22,8363.42159322763,1351.35846548174,140241.262554918,0.984,0.001
23,8396.53621802648,1349.75763066379,140935.571747254,0.99,0.001
24,8199.38630947929,1359.62680782647,136795.190033057,0.989,0.001
25,8275.66004855622,1370.01380465835,138112.924877957,0.989,0.001
26,8409.93574982107,1345.04313725536,141297.852251314,0.993,0.001
27,8221.42480910705,1345.64945086589,137515.507164823,0.991,0.001
28,8256.4366539298,1359.04258916482,137947.8812953,0.987,0.001
29,8245.32129789034,1339.2594114587,138121.237728633,0.995,0.001
30,8288.98806482361,1348.79162752073,138803.928746058,0.994,0.001
31,8248.1753015599,1339.00171656166,138183.471699965,0.997,0.001
32,8309.2722877979,1334.10181483726,139503.409459213,0.992,0.001
33,8424.97235377197,1345.76433717155,141584.160332008,0.988,0.001
34,8271.83940518122,1344.68678015163,138543.052500592,0.989,0.001
35,8270.01800595546,1339.75860717305,138605.187975648,0.99,0.001
36,8379.69903044918,1352.21923935008,140549.595821982,0.99,0.001
37,8247.77976657665,1333.39765019066,138287.64232772,0.976,0.001
38,8230.1203760408,1345.33206204286,137695.766279959,0.971,0.001
39,8537.34842079834,1346.85038680124,143809.960679942,0.965,0.001
40,8376.26145702349,1352.69486068375,140471.331926795,0.968,0.001
41,8375.04653045079,1352.21338713975,140456.662866221,0.959,0.001
42,8243.82732786029,1344.7894798493,137980.75696022,0.951,0.001
43,8244.15888894361,1334.33939065283,138196.389965815,0.957,0.001
44,8212.65817381431,1331.11289010938,137630.905674098,0.936,0.001
45,8400.91295923404,1331.66344278627,141384.990328955,0.942,0.001
46,8261.090494243,1328.68494297911,138648.111025278,0.932,0.001
47,8217.73591071704,1328.12852187175,137792.147776906,0.903,0.001
48,8118.36137749205,1341.4024854342,135539.177841157,0.899,0.001
49,8137.17474549877,1321.56652812455,136312.164347484,0.89,0.001
50,8271.18663946247,1321.89347185674,138985.863352114,0.873,0.001
