"epoch","obj","obj_mds","obj_confr","p_z","p_0"
0,22214.8336005507,1796.27237138535,136123.741527769,0.903,0.006
1,19758.7285404432,2719.70962795684,113593.459416576,0.889,0.006
2,19636.2939767708,2645.74198991819,113270.346579017,0.877,0.006
3,19708.7630035449,2631.63971479408,113847.488591672,0.809,0.006
4,19944.6081633365,2703.4469151584,114941.074987854,0.785,0.006
5,19550.4062311718,2603.38224514593,112980.159906839,0.744,0.006
6,19743.9044111186,2621.63500210607,114148.46272675,0.703,0.006
7,19387.3749278661,2630.77409764542,111710.672201471,0.648,0.006
8,19877.4259889788,2591.81681394307,115237.394500238,0.576,0.006
9,19847.6117831006,2641.99795392696,114704.092194491,0.497,0.006
10,19720.8735734898,2613.14461487175,114051.526390787,0.442,0.006
11,19553.0315736732,2668.22593966508,112565.370893387,0.354,0.006
12,19413.5076253156,2629.06254777285,111896.300516952,0.273,0.006
13,19407.1218001238,2685.53162413395,111477.267839933,0.215,0.006
14,18892.2704663243,2682.20050502602,108067.133075322,0.158,0.006
15,19137.8807714663,2715.93851098625,109479.615069867,0.133,0.006
16,18854.8582944489,2709.20333856797,107637.699705873,0.081,0.006
17,18781.1529456907,2793.4707309807,106584.548098067,0.04,0.006
18,18802.5270268184,2750.26827649354,107015.058335499,0.025,0.006
19,18723.3895663707,2794.5900554881,106191.996739217,0.018,0.006
20,18818.5402967263,2846.35052663017,106481.265133974,0.012,0.006
21,18074.045521837,2905.51352784638,101123.546626604,0.002,0.006
