0.000000000000000000e+00,9.642004013061523438e+00,2.749850034713745117e+00,1.413066196441650391e+01,3.299553394317626953e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.243774443864822388e-01,7.553467750549316406e-01,2.661612033843994141e+00,4.587496221065521240e-01,0.000000000000000000e+00,1.773239970207214355e-01,0.000000000000000000e+00,4.017379283905029297e+00,5.556141853332519531e+00,0.000000000000000000e+00,3.641612291336059570e+00,0.000000000000000000e+00,1.083863353729248047e+01,6.247450828552246094e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.754166364669799805e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.195897293090820312e+01,1.752518773078918457e+00,6.987043023109436035e-01,0.000000000000000000e+00,1.216540813446044922e+01,1.158560752868652344e+00
0.000000000000000000e+00,8.864507675170898438e+00,2.666421890258789062e+00,1.384422111511230469e+01,3.453389167785644531e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.195700109004974365e-01,8.240562081336975098e-01,2.571495771408081055e+00,7.265178561210632324e-01,0.000000000000000000e+00,1.140073418617248535e+00,0.000000000000000000e+00,3.813518047332763672e+00,4.120115280151367188e+00,0.000000000000000000e+00,3.577546834945678711e+00,0.000000000000000000e+00,1.055196285247802734e+01,6.948864459991455078e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.702906131744384766e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.218915081024169922e+01,1.895357370376586914e+00,1.242001771926879883e+00,0.000000000000000000e+00,1.331544685363769531e+01,3.229804754257202148e+00
0.000000000000000000e+00,9.248457908630371094e+00,3.029929161071777344e+00,1.459631061553955078e+01,3.652517080307006836e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.006462588906288147e-02,6.408494114875793457e-01,2.929023027420043945e+00,1.586139678955078125e+00,0.000000000000000000e+00,9.348838329315185547e-01,0.000000000000000000e+00,4.195708274841308594e+00,5.592015266418457031e+00,0.000000000000000000e+00,4.047109127044677734e+00,0.000000000000000000e+00,1.172374248504638672e+01,7.794588088989257812e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.135768413543701172e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.254199600219726562e+01,1.920095443725585938e+00,1.301304221153259277e+00,0.000000000000000000e+00,1.439289569854736328e+01,2.707641124725341797e+00
0.000000000000000000e+00,1.021363925933837891e+01,2.976005792617797852e+00,1.482692909240722656e+01,4.203487873077392578e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.195591926574707031e-02,7.959846854209899902e-01,2.885968208312988281e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.071610450744628906e+00,6.948299407958984375e+00,0.000000000000000000e+00,3.962155818939208984e+00,0.000000000000000000e+00,1.044270515441894531e+01,5.981317996978759766e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.080163955688476562e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.314498901367187500e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.357438373565673828e+01,2.125673294067382812e+00
0.000000000000000000e+00,9.503789901733398438e+00,2.929020166397094727e+00,1.547596263885498047e+01,3.999740839004516602e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.498718261718750000e-01,7.889091372489929199e-01,2.817467451095581055e+00,5.486778169870376587e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.878849506378173828e+00,7.290850639343261719e+00,0.000000000000000000e+00,3.880897521972656250e+00,0.000000000000000000e+00,1.138607311248779297e+01,6.783041954040527344e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.932979345321655273e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.316036891937255859e+01,5.335702896118164062e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.313316917419433594e+01,8.792856335639953613e-01
0.000000000000000000e+00,7.756325244903564453e+00,1.997611880302429199e+00,1.314009571075439453e+01,7.071308493614196777e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.031880259513854980e+00,1.598249912261962891e+00,1.882599353790283203e+00,2.438308954238891602e+00,0.000000000000000000e+00,2.738263607025146484e+00,0.000000000000000000e+00,3.403027772903442383e+00,2.843430042266845703e+00,0.000000000000000000e+00,2.911679744720458984e+00,0.000000000000000000e+00,1.199964618682861328e+01,8.423010826110839844e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.012673139572143555e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.139972019195556641e+01,4.166235923767089844e+00,2.710515260696411133e+00,0.000000000000000000e+00,1.465559959411621094e+01,4.990309238433837891e+00
0.000000000000000000e+00,9.322245597839355469e+00,2.571481943130493164e+00,1.462743663787841797e+01,3.834306240081787109e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.068265616893768311e-01,9.375008940696716309e-01,2.466418504714965820e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.815655708312988281e+00,6.792549133300781250e+00,0.000000000000000000e+00,3.435724973678588867e+00,0.000000000000000000e+00,1.026034641265869141e+01,5.898808956146240234e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.532476663589477539e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.211125278472900391e+01,1.243964955210685730e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.221452713012695312e+01,8.364062905311584473e-01
0.000000000000000000e+00,1.012071800231933594e+01,3.090621232986450195e+00,1.555978488922119141e+01,4.304153919219970703e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.867904797196388245e-02,7.731326818466186523e-01,2.983805894851684570e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.177292346954345703e+00,7.755641460418701172e+00,0.000000000000000000e+00,4.079478740692138672e+00,0.000000000000000000e+00,1.086220741271972656e+01,6.063024044036865234e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.162545442581176758e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.402603530883789062e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.342665481567382812e+01,1.449730873107910156e+00
0.000000000000000000e+00,1.039222621917724609e+01,2.940386533737182617e+00,1.559826564788818359e+01,5.192098140716552734e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.878635883331298828e-01,2.828464984893798828e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.086268901824951172e+00,7.184412956237792969e+00,0.000000000000000000e+00,3.875864744186401367e+00,0.000000000000000000e+00,1.049963569641113281e+01,6.199603557586669922e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.951742172241210938e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.288267803192138672e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.315444183349609375e+01,6.712214350700378418e-01
0.000000000000000000e+00,1.078041648864746094e+01,3.004578113555908203e+00,1.484338188171386719e+01,4.113572597503662109e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.264229655265808105e-01,2.929381608963012695e+00,7.542264461517333984e-01,0.000000000000000000e+00,4.589559733867645264e-01,0.000000000000000000e+00,4.032791137695312500e+00,5.923309326171875000e+00,0.000000000000000000e+00,3.940812587738037109e+00,0.000000000000000000e+00,1.100079441070556641e+01,6.877693176269531250e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.066978931427001953e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.255253124237060547e+01,1.988497972488403320e+00,6.545719504356384277e-01,0.000000000000000000e+00,1.381971359252929688e+01,1.570661187171936035e+00
