"Dim1","Dim2"
-0.237112385355855,0.0467259354514788
-0.365873874271088,0.102905279001757
-0.0336355243316006,-0.147780906202087
0.0403179929660593,-0.245217985181475
-0.122432435409055,-0.118211126821564
0.0799375004900438,0.0186611730342988
-0.231756095175937,-0.227517657099932
0.128278060497018,0.120382134326001
0.135758734481556,0.0480412986833349
-0.292595427943839,-0.0226407596936831
-0.194205230021653,0.0296249393247294
0.118507527726147,0.190856540949291
0.0948409576203591,0.0950234997387249
0.0345945799758626,0.0845955056078391
-0.165789704778308,-0.350530859074215
0.344772561065347,-0.264885234595168
-0.128006026632601,-0.17771305863162
0.0543210543206019,0.16651325636502
-0.129661646468045,0.0601295639595376
0.0780140396834739,-0.182540236241407
0.11038819942731,0.116112488836118
-0.221109746145177,-0.0668312717291836
0.173873900079961,-0.144789818936206
0.113652395812345,0.195395472108781
0.251730330358998,0.0875644229726502
-0.139313528160994,0.270864097369324
0.168260077725883,-0.133022555120301
-0.0228244019429741,0.0442049872422018
0.0724957172245985,-0.11098550934717
0.103927875758526,-0.0936579026127592
0.0979358288378897,-0.256354836939857
0.0197448323327288,0.0437656291891573
-0.0881590718343897,0.0848290785590832
-0.0630740683616694,0.166444616979764
-0.213023754508939,0.248886232830022
0.0876682474048023,-0.114661902532757
-0.0850889920396399,-0.0090400241723025
0.127795217613152,-0.0163658974707042
0.212322550553395,0.013254829715333
-0.162457155941307,-0.0797688108485438
0.111604099892025,0.296862373139327
-0.0684451338206128,-0.159604834986641
-0.0445132651034219,-0.263543133896542
0.172580021726656,-0.140004775339025
0.397265910321123,0.0645310264099535
0.204229845097626,-0.209738551746762
-0.134961021102692,-0.0331917706832767
-0.17060347119234,0.167965322950622
-0.0236117154788904,0.059206535158413
-0.344772496208603,0.0215529938224227
-0.0331599890750257,0.0129118406172422
0.0578345072723846,0.0542352311545754
-0.0796110253761387,0.161913929911588
0.17457304591871,-0.1033105991707
0.350809011712803,0.148254238972411
0.205679985708508,-0.136744722970544
-0.219994673327901,-0.120195747696671
-0.316986484261371,-0.0192811349667339
0.0408665860678358,-0.00194171931567038
0.122701641595436,0.00217576480089636
0.167381561534869,-0.107972478501851
-0.166448682400773,0.064729490274562
0.0717313957353069,0.112197327983909
-0.150704994670618,0.0208372373542875
-0.265400235027793,-0.0422477462507987
0.152920298643967,-0.141449354758135
-0.0924288615209772,0.273060490160998
0.0852672524485965,0.119378716729394
-0.0337483006697639,-0.116681997389704
-0.0649709549867777,-0.135884881690769
0.00951506713583235,0.288657588223227
-0.306970759634017,-0.0291297110812938
-0.245226928668826,-0.151021755340011
0.0477160074393939,0.170985030499987
0.0171669702198888,-0.0903654410364477
-0.0905137288110589,-0.00596518670480461
0.100056286823043,0.0168609147508439
-0.00231771724268059,-0.219708095058048
0.33257666677608,0.249873924559262
0.192897307923321,-0.306822990852244
-0.0776026777943344,0.0548888682403035
0.117422461573595,0.0849492030586222
0.0620923613448352,-0.00520875171642031
0.355257153779406,-0.188830353428507
0.102341520097629,0.153220513034697
0.128093123359692,-0.0844928712435149
-0.116352347215822,0.0202365176074101
0.130132356890677,0.141386785321928
0.0212624473472793,0.171066688241668
0.090954213679141,0.200395395894116
-0.283535445622149,-0.100370311645351
-0.0100966078094146,0.109360355900656
-0.239268973885374,0.0647846909924302
-0.247130204738259,-0.219024057512681
0.123485929749333,0.276974993887747
-0.140602011288438,0.13633427105374
0.0133423643917856,0.179693926698292
0.0551371001735279,0.0572651082743704
-0.238732019800627,-0.0471842083170254
0.24079711172141,-0.249094741373242
