"Dim1","Dim2"
-0.0895506694022282,-0.0273048979456144
-0.0480948176635673,-0.0212607562422489
-0.0335357096438039,0.0128357214684871
0.00976300367335709,-0.0276908148702201
0.0503872627538628,-0.00762668940628541
-0.0297624293657643,0.0628468963549314
-0.05456016067675,0.0684774082806482
-0.0233689473592146,0.0368331291073343
-0.0773538846568838,0.0294474170419749
0.0324173213766152,0.0461442228340031
0.0939430410615211,0.0050595563910505
-0.00149606110995756,0.0848005292362266
0.0461025130400103,-0.0234133468284104
0.0582344603722314,-0.00627253239102889
-0.0197032345913946,-0.0895033029320276
0.077779586765399,-0.0180832919936098
0.0376487560921478,-0.00851200171072504
0.0500530801701178,-0.0290182463368403
0.0519673677837385,-0.0274333656038959
0.0826005450424732,0.00307161466272781
0.0501627819531103,-0.0124072952830573
0.0382253174896503,-0.00955876290567738
0.0758753794167589,-0.0118835933918128
0.0574538630146561,0.0629879262186819
-0.0261584599341538,0.0224395312335218
-0.0102063850602997,0.020334401337349
-0.0712464982411004,-0.11779568973949
-0.0387592823617503,0.00417655539747317
0.000634294550836678,0.0120423603567742
-0.0348825733903067,-0.0861450163134296
-0.0446233011535622,0.0210345829603281
-0.0721324008632401,0.0319794069284732
-0.0335504757448373,0.0232886054287378
-0.00173881470019508,-0.0171254190918116
-0.0441186395720834,-0.00178410232048635
-0.0584058290653936,-0.00498073993205118
