"Dim1","Dim2"
-0.0534298364611041,-0.0278181588425111
-0.0510546676719596,-0.011031191948561
-0.0279752094965219,-0.0013830931573711
0.0166604772227513,-0.0363806109744167
0.0496420126121884,-0.00330620519294764
-0.0196407744162552,0.0406072349984046
-0.0302226412410853,0.0424032290637638
-0.0284946924441777,0.0324609435358219
-0.0642779673418156,0.0312236959911718
0.0328871480614357,0.0357308843564069
0.0450818714275709,0.0118625448153374
-0.00716161676653255,0.0820042785600087
0.0515098828977531,-0.0273064770183948
0.0514055882132861,-0.000274646278003359
-0.0172865610414508,-0.0785118018362678
0.0711136560896828,-0.022931266798757
0.0271611036578341,0.000762907227381647
0.0566084940336412,-0.0345204002577558
0.0520615830570145,-0.0194317436830555
0.0720614674177733,-0.00205548220821595
0.0542001414458007,-0.00953547236393303
0.0342801912918281,0.00316570667218363
0.0599010175477325,-0.0145219470109355
0.0492966606319392,0.0502189523518826
-0.024920483637163,0.0261411619981637
-0.00753547262647306,0.0275708164073754
-0.0688648926416554,-0.110182504598661
-0.0421630515000598,0.0057459538858417
0.000185276856620153,0.0271708832081387
-0.0357916260367326,-0.077327302028068
-0.046131411022176,0.0304883125490954
-0.0531933849262143,0.027777465204304
-0.033614562565264,0.0215124630881076
-0.00280060469764418,-0.0114228643164071
-0.052035356014237,-0.00646126852806827
-0.05746175991633,-0.00244499687105879
