"Dim1","Dim2"
-0.250682971488188,0.0461179584419618
-0.380027851896108,0.105174774190029
-0.037632730661124,-0.151594140701867
0.0480732326033456,-0.252615896664291
-0.123532694978045,-0.126409834939318
0.0816670102187643,0.017840232292509
-0.229573973360353,-0.239837686751827
0.131623458917142,0.124908390655316
0.133610990008946,0.0565999654967619
-0.295970412683236,-0.0280709423568494
-0.198920357649066,0.0314782419419048
0.115658909238978,0.190296498089686
0.0933482798713088,0.106009992871346
0.0363237292820241,0.089856667536025
-0.160545313631529,-0.358590133427236
0.366398439141616,-0.257393006559322
-0.128177487545979,-0.185185730038118
0.0524739648348327,0.167540968068222
-0.134871120838943,0.055474046090429
0.093117217625065,-0.189656088599393
0.108908993232119,0.116324437477665
-0.223275136297032,-0.0754277713547576
0.183533540627556,-0.145332375047886
0.117123338297281,0.199662495291634
0.244998044448079,0.0960699021107896
-0.144404095445148,0.267490756483463
0.181588307313914,-0.131677604843257
-0.0202401300587895,0.0437748762340844
0.0815052487233935,-0.111402924995943
0.114862610365583,-0.0919244855124403
0.10912482254761,-0.254581706646787
0.0175708312338251,0.0467262972100359
-0.09115590984955,0.0803028665481414
-0.0558321849119311,0.165339764565266
-0.21892834368638,0.243464337319444
0.104899991160605,-0.120187599079793
-0.0977117961423705,0.00709126907389783
0.131255125309117,-0.0118897705547874
0.211080301338054,0.0151141346856991
-0.188026564080642,-0.0540918470651017
0.109746737957931,0.306500977460143
-0.0646853899723239,-0.169364478052558
-0.03207361346508,-0.269745308045782
0.182673360429701,-0.144526949179038
0.398918018674627,0.0766407521388786
0.219212247623895,-0.206861757118632
-0.157648163910746,-0.00939944848212933
-0.181542411657705,0.160299371779627
-0.0237945011326362,0.0595976964958332
-0.349724017261347,0.0120921053137375
-0.034413796426646,0.0210205719107198
0.0581122245681235,0.052006276529564
-0.0817735706237203,0.159383708429229
0.173957063628299,-0.105452424716257
0.343519370567381,0.162550263756563
0.217161284710809,-0.13835041172469
-0.225947954412681,-0.139329850145962
-0.3188443080459,-0.0252109879802415
0.038053345685069,-0.00120702131036857
0.128051645475699,0.00528664790277201
0.168661874567837,-0.107047223440727
-0.169060157587986,0.0603668075939382
0.0756073952877018,0.113815047706968
-0.152141529963679,0.0151148641659289
-0.269845725307895,-0.0530845583600846
0.154652885001919,-0.142118123386626
-0.0910882495163343,0.275388794633335
0.088779029784749,0.117397595375841
-0.0313097376779264,-0.120912607109308
-0.0653106459002759,-0.140893527787826
0.00568646587904326,0.29385316230814
-0.309269830908224,-0.0329122745565383
-0.250325002915805,-0.168179728636565
0.0455908485622751,0.17248054752466
0.0203810028836657,-0.0946543445729306
-0.0920238003005328,-0.00894906081555191
0.101111594260348,0.0194662808494319
0.00442502544470652,-0.233249396058387
0.31787741101166,0.265177552271909
0.20006465296119,-0.30671826498226
-0.0764416510072079,0.054204230523178
0.114239924251815,0.0863112372005471
0.0633206781484404,-0.00385839469326354
0.362571549855605,-0.186495687139191
0.112702838257843,0.159015899699244
0.128190270957769,-0.0848801809798571
-0.113826596753478,0.0188179295110902
0.132695684964665,0.143790689347693
0.0168650650023496,0.176434254176348
0.0885060758925011,0.205283424021367
-0.288182116805517,-0.101196619293738
-0.0115080417482052,0.112033135453522
-0.259450314901611,0.080480002035768
-0.244169447799516,-0.234497885613972
0.117284001173607,0.280210041361832
-0.14723060352148,0.131324464834372
0.00902138584754232,0.186884571749468
0.0534651047899148,0.0585566618810754
-0.244387918986924,-0.0552346659251389
0.255675723267955,-0.244243713370435
