,loss,acc,val_loss,val_acc
0,2.253187894821167,0.06666667014360428,1.9786714315414429,0.3333333432674408
1,2.0562844276428223,0.30000001192092896,1.7014350891113281,0.5
2,1.7727078199386597,0.36666667461395264,1.4191384315490723,1.0
3,1.4832167625427246,0.699999988079071,1.1576082706451416,1.0
4,1.1781171560287476,0.8333333134651184,0.952174961566925,1.0
5,0.9502534866333008,0.9333333373069763,0.7903640270233154,1.0
6,0.7869840264320374,0.8666666746139526,0.6813308596611023,1.0
7,0.7220947742462158,0.8666666746139526,0.6148700714111328,1.0
8,0.6217778921127319,0.8999999761581421,0.5782168507575989,1.0
9,0.5840275287628174,0.8999999761581421,0.5535640120506287,0.8333333134651184
10,0.5245232582092285,0.9333333373069763,0.4882350265979767,1.0
11,0.48755159974098206,0.9666666388511658,0.4127019941806793,1.0
12,0.452112078666687,0.8999999761581421,0.3729459047317505,1.0
13,0.4616081118583679,0.8999999761581421,0.3743225634098053,1.0
14,0.414846271276474,0.9666666388511658,0.459694504737854,0.8333333134651184
15,0.46245166659355164,0.8333333134651184,0.3593137264251709,1.0
16,0.39678555727005005,0.9666666388511658,0.29267418384552,1.0
17,0.34761711955070496,0.9333333373069763,0.2862253785133362,1.0
18,0.48234277963638306,0.8666666746139526,0.3067304491996765,1.0
19,0.34223324060440063,0.9666666388511658,0.37854257225990295,0.8333333134651184
20,0.4617365896701813,0.8333333134651184,0.2688857913017273,1.0
21,0.3254852890968323,0.9666666388511658,0.2496638298034668,1.0
22,0.3540998697280884,0.8999999761581421,0.2618941068649292,1.0
23,0.3694009482860565,0.9333333373069763,0.23508138954639435,1.0
24,0.300763338804245,0.9333333373069763,0.23372702300548553,1.0
25,0.29808685183525085,0.9666666388511658,0.26466527581214905,1.0
26,0.3419411778450012,0.9333333373069763,0.24582462012767792,1.0
27,0.3234356939792633,0.9333333373069763,0.2113107591867447,1.0
28,0.2658150792121887,0.9666666388511658,0.21041448414325714,1.0
29,0.27088895440101624,0.9333333373069763,0.21884460747241974,1.0
30,0.2998521029949188,0.9333333373069763,0.20417754352092743,1.0
31,0.26027923822402954,0.9333333373069763,0.19358499348163605,1.0
32,0.24564675986766815,0.9666666388511658,0.20471735298633575,1.0
33,0.23874960839748383,0.9666666388511658,0.20449836552143097,1.0
34,0.2526431679725647,0.9666666388511658,0.18686239421367645,1.0
35,0.20926430821418762,0.9666666388511658,0.18198710680007935,1.0
36,0.22826531529426575,0.9666666388511658,0.18008513748645782,1.0
37,0.20664098858833313,0.9666666388511658,0.1814480572938919,1.0
38,0.19917196035385132,0.9666666388511658,0.18673627078533173,1.0
39,0.19774609804153442,0.9666666388511658,0.18959109485149384,1.0
40,0.2204781025648117,0.9666666388511658,0.17637014389038086,1.0
41,0.1828722208738327,0.9666666388511658,0.1700931191444397,1.0
42,0.1766117662191391,0.9666666388511658,0.1677817851305008,1.0
43,0.18568965792655945,0.9666666388511658,0.17125515639781952,1.0
44,0.1888027787208557,0.9666666388511658,0.16588544845581055,1.0
45,0.17322254180908203,0.9666666388511658,0.16426843404769897,1.0
46,0.17376171052455902,0.9666666388511658,0.16453337669372559,1.0
47,0.15304645895957947,0.9666666388511658,0.1675916165113449,1.0
48,0.14389875531196594,1.0,0.1750294417142868,1.0
49,0.15104776620864868,1.0,0.17110960185527802,1.0
